# MOD=16QAM SNR=12
# tx_real  tx_imag  rx_real  rx_imag
0.948683 0.948683 1.074391 0.903598
0.316228 0.316228 0.232560 0.411736
0.316228 0.316228 0.214529 0.513660
0.316228 -0.316228 0.164047 -0.396641
0.948683 -0.948683 0.998602 -0.648650
0.948683 0.316228 1.190213 0.460296
0.316228 0.316228 0.516871 0.273060
-0.316228 0.948683 -0.436720 0.814820
-0.948683 -0.948683 -0.812928 -1.071910
-0.316228 0.316228 -0.299436 0.445941
0.316228 0.316228 0.432000 0.491451
-0.948683 -0.316228 -1.161056 -0.192704
0.948683 -0.948683 1.261752 -0.806827
-0.948683 -0.316228 -1.074783 -0.548710
0.948683 0.316228 1.122649 0.119941
0.316228 0.316228 0.210560 0.361175
-0.948683 -0.948683 -1.039720 -1.305098
0.316228 0.948683 0.224712 0.998280
-0.948683 -0.948683 -0.967107 -0.752005
-0.316228 0.948683 -0.118560 0.697198
-0.316228 -0.316228 -0.150697 -0.172836
0.316228 0.316228 0.206895 0.413498
-0.316228 0.316228 -0.489308 0.087141
0.948683 0.948683 0.691039 1.039634
-0.316228 0.316228 -0.100713 0.471230
0.316228 0.316228 -0.019406 0.258052
0.316228 0.316228 0.216850 0.205054
0.948683 0.948683 0.746338 0.954876
0.948683 -0.948683 0.855928 -0.559781
0.948683 0.316228 1.020078 0.305272
0.948683 -0.948683 0.814502 -1.040008
0.948683 -0.948683 1.104034 -0.934837
-0.316228 -0.316228 -0.324712 -0.618073
0.948683 0.948683 1.230515 1.061332
0.948683 -0.948683 0.997675 -1.232531
0.948683 0.948683 0.704713 0.924338
-0.316228 -0.316228 -0.130064 -0.297749
0.316228 0.948683 -0.049678 1.247947
0.316228 0.948683 0.489520 0.797030
-0.316228 -0.316228 -0.479892 -0.581753
-0.948683 -0.948683 -0.959453 -1.177564
-0.316228 -0.316228 -0.143065 -0.240143
0.316228 -0.316228 0.442553 -0.274959
-0.316228 0.316228 -0.481331 0.526546
0.316228 0.948683 0.108286 0.695826
-0.948683 0.948683 -0.925759 0.837011
-0.948683 -0.316228 -0.915424 -0.135968
0.316228 0.316228 0.471776 0.261364
0.316228 -0.316228 0.323188 -0.176039
0.948683 -0.948683 1.180949 -1.065135
-0.948683 -0.948683 -0.990010 -0.925345
-0.316228 0.316228 -0.447509 0.234439
0.316228 0.316228 0.316862 0.194598
0.316228 0.948683 0.418015 0.868267
-0.316228 -0.316228 -0.305348 -0.343429
0.948683 -0.316228 0.947634 -0.226089
0.948683 0.948683 0.963233 0.948843
-0.316228 0.316228 -0.373685 0.408998
-0.948683 -0.316228 -0.947229 -0.313140
-0.316228 -0.948683 -0.327763 -1.068126
-0.948683 0.948683 -1.217090 0.612275
-0.948683 -0.948683 -0.724464 -0.803426
0.316228 0.316228 0.313375 0.537327
0.948683 -0.948683 1.006116 -0.774399
-0.948683 -0.316228 -0.697093 -0.582509
-0.316228 -0.948683 -0.492778 -0.780146
-0.316228 -0.316228 -0.677393 -0.360529
0.316228 0.948683 0.668932 0.797413
0.316228 0.316228 0.290329 0.455009
0.948683 0.948683 0.701869 0.897765
-0.316228 0.316228 -0.448369 0.413590
-0.948683 -0.948683 -1.126709 -0.907060
-0.316228 -0.316228 -0.373483 -0.286991
-0.948683 -0.316228 -1.088310 -0.257322
-0.948683 -0.316228 -1.069125 -0.127916
0.316228 -0.316228 0.443406 -0.351439
-0.948683 -0.316228 -1.294112 -0.227238
0.948683 0.316228 0.896180 0.196169
0.948683 0.948683 0.729223 0.788302
-0.948683 -0.948683 -0.765360 -0.888007
-0.316228 -0.948683 -0.625884 -1.242278
-0.948683 -0.948683 -0.766319 -0.825438
0.948683 -0.316228 0.842128 -0.225283
-0.948683 -0.948683 -0.994897 -0.922878
-0.316228 -0.316228 -0.135268 -0.243788
-0.316228 0.948683 -0.160111 1.049749
-0.948683 -0.316228 -0.941121 -0.467561
0.316228 -0.316228 0.393132 -0.412373
-0.948683 -0.948683 -1.185763 -0.743834
0.316228 0.948683 0.170034 0.974913
-0.316228 -0.316228 -0.428839 -0.287255
0.316228 0.316228 0.205600 0.534750
0.316228 0.948683 0.606191 1.047757
-0.316228 -0.316228 -0.158004 -0.485223
-0.948683 -0.316228 -0.960041 -0.680578
-0.948683 -0.316228 -0.793204 -0.071426
0.316228 -0.316228 0.254417 -0.283498
0.316228 0.316228 0.325357 0.548259
-0.316228 -0.948683 -0.482355 -1.045068
-0.948683 0.948683 -0.823454 0.965254
-0.948683 -0.316228 -1.067202 -0.104807
-0.948683 -0.948683 -1.061441 -1.179980
-0.316228 -0.316228 -0.303395 -0.167879
0.948683 -0.948683 0.965993 -1.158806
0.948683 0.948683 0.800737 1.342359
-0.948683 -0.948683 -1.054676 -0.933995
-0.948683 -0.316228 -0.835562 -0.148209
0.948683 0.948683 0.647022 1.131749
-0.948683 0.948683 -0.834392 1.012433
0.316228 0.316228 0.226023 0.354218
0.948683 0.316228 0.730634 0.338412
0.948683 0.948683 0.735408 1.144458
-0.948683 -0.316228 -1.218919 -0.317097
0.316228 0.948683 -0.019801 1.040109
-0.948683 0.948683 -0.975815 0.699735
0.948683 -0.316228 1.175546 -0.325350
-0.316228 -0.316228 -0.336697 -0.195436
0.948683 0.948683 0.786287 1.024912
-0.316228 0.948683 -0.331505 0.924459
0.948683 0.316228 1.158783 0.518818
0.316228 -0.316228 0.336992 -0.503297
0.948683 -0.316228 1.140766 -0.290493
0.316228 0.316228 0.366457 0.127478
0.316228 0.316228 0.242090 0.419327
-0.948683 -0.316228 -0.981795 -0.393483
-0.948683 -0.948683 -1.078629 -0.939192
-0.316228 -0.316228 0.004422 -0.228790
0.316228 0.316228 0.457020 0.284643
-0.948683 -0.948683 -0.929440 -0.755632
-0.316228 0.316228 -0.112695 0.542950
0.948683 -0.316228 0.969038 -0.034267
-0.316228 -0.948683 -0.101667 -0.519272
-0.316228 0.316228 -0.337335 0.137462
-0.316228 0.948683 -0.408019 1.005188
0.948683 0.948683 1.024221 1.011757
-0.948683 -0.948683 -0.910855 -1.044845
-0.316228 0.948683 -0.078337 0.812322
0.948683 0.316228 0.959624 0.353346
0.948683 -0.948683 0.910725 -1.034940
0.948683 -0.948683 1.054029 -0.640264
0.316228 0.316228 0.474426 0.357222
0.316228 -0.316228 0.224278 -0.390075
0.316228 0.948683 0.236470 1.245299
-0.948683 -0.948683 -0.989368 -0.840646
-0.316228 -0.316228 -0.135310 -0.654943
0.316228 0.948683 0.292978 1.025403
0.316228 0.948683 0.387748 0.875740
-0.948683 -0.948683 -1.339490 -1.084269
-0.316228 0.948683 -0.855297 0.996492
-0.948683 -0.316228 -1.036665 -0.520381
0.316228 0.316228 0.369338 -0.026157
-0.316228 0.316228 -0.009840 0.353946
0.948683 0.316228 1.164187 0.477674
0.948683 -0.948683 0.791058 -0.671590
-0.948683 -0.948683 -0.620103 -0.694357
-0.948683 -0.316228 -0.930184 -0.416248
0.316228 -0.316228 0.168288 -0.244401
0.948683 -0.316228 0.807796 -0.362786
-0.316228 -0.316228 -0.203261 0.003788
0.316228 0.316228 0.037046 0.214081
-0.948683 -0.316228 -1.001899 -0.288133
0.316228 0.316228 0.033577 0.666568
0.948683 0.948683 0.937283 1.087453
0.316228 0.316228 0.362398 0.390320
0.948683 0.316228 0.940578 0.278965
0.948683 0.948683 0.959873 0.849827
0.948683 -0.316228 0.893015 -0.299123
0.316228 0.948683 0.540732 0.958095
-0.316228 -0.316228 -0.528211 -0.496196
-0.316228 0.316228 -0.593062 0.629334
0.948683 0.948683 0.729435 0.909415
-0.948683 -0.948683 -1.074980 -0.871654
-0.316228 0.948683 -0.362716 0.843616
0.316228 0.316228 0.078941 0.052245
0.948683 -0.948683 0.886923 -1.012793
0.316228 0.316228 0.440000 0.192866
0.948683 0.948683 0.638323 1.221738
-0.948683 -0.948683 -0.856408 -1.099929
0.948683 -0.316228 0.741493 0.033653
-0.948683 -0.316228 -1.162276 -0.499037
0.948683 0.948683 0.826618 0.700987
-0.316228 0.948683 -0.594036 1.072502
-0.948683 -0.948683 -0.658473 -0.943188
-0.316228 -0.316228 -0.077255 -0.184514
0.316228 0.948683 0.039283 0.974265
0.316228 0.316228 0.220884 0.081871
0.316228 0.316228 0.255893 0.401753
-0.316228 0.316228 -0.184764 0.411259
-0.316228 -0.948683 -0.334456 -0.969583
-0.948683 -0.948683 -1.439532 -1.024986
0.316228 0.316228 0.237693 0.322486
-0.316228 -0.948683 -0.354645 -0.741458
-0.316228 -0.316228 -0.023302 -0.446375
0.316228 0.316228 -0.196620 0.363650
-0.316228 -0.948683 -0.112892 -1.260869
-0.316228 0.316228 -0.212994 0.354366
-0.316228 0.948683 -0.275031 1.012313
-0.948683 -0.948683 -1.016795 -1.143773
-0.948683 0.948683 -1.075054 0.900906
-0.316228 0.948683 -0.624757 0.914329
-0.948683 -0.948683 -0.801008 -1.014846
-0.948683 0.948683 -0.768559 1.220125
0.316228 0.948683 0.275003 0.993226
-0.948683 -0.316228 -1.092404 -0.365807
0.948683 -0.948683 0.971780 -0.926349
0.316228 0.948683 0.382730 0.619422
-0.316228 -0.948683 -0.146374 -1.040159
-0.316228 -0.316228 -0.296679 -0.504820
-0.948683 -0.316228 -0.893008 -0.116746
-0.316228 -0.316228 -0.566243 -0.051987
0.948683 0.948683 0.794887 0.924208
0.316228 0.948683 0.503896 0.711904
-0.948683 -0.316228 -0.930991 0.038596
0.316228 -0.316228 0.391733 -0.592394
0.316228 0.316228 0.447813 0.414910
-0.948683 -0.948683 -1.015013 -0.785011
-0.948683 -0.948683 -0.801830 -0.918774
-0.316228 0.316228 0.129739 0.315797
0.316228 0.316228 0.556564 0.731992
0.948683 -0.948683 1.306782 -1.087870
0.316228 0.948683 0.291739 0.721858
-0.316228 -0.316228 -0.057841 -0.365727
0.316228 0.316228 0.206087 0.866449
0.316228 0.948683 0.449314 0.867323
-0.316228 -0.316228 -0.286791 -0.325997
0.948683 -0.948683 0.906961 -1.321312
0.316228 0.948683 0.470583 1.132239
-0.948683 -0.948683 -1.367787 -0.795111
-0.316228 0.316228 -0.415745 0.294386
0.316228 0.948683 0.443588 0.649012
-0.316228 -0.316228 -0.110273 -0.261914
0.948683 -0.948683 1.011231 -0.999222
-0.948683 -0.316228 -0.818752 -0.863331
0.948683 0.948683 0.931418 1.005705
-0.316228 0.316228 -0.140848 0.208559
-0.948683 -0.948683 -0.546076 -1.014988
-0.948683 -0.948683 -0.799303 -1.237470
-0.316228 0.316228 -0.140713 0.486472
0.316228 0.316228 0.399096 0.533462
0.948683 0.948683 0.942702 0.713753
-0.316228 0.316228 -0.251900 0.529987
0.316228 0.948683 0.062344 1.083715
-0.316228 -0.316228 0.175421 -0.230952
0.948683 -0.948683 0.473634 -0.614994
-0.948683 -0.948683 -0.983173 -1.197089
-0.316228 -0.316228 -0.586276 -0.350099
0.316228 0.316228 0.616271 -0.002122
-0.948683 -0.316228 -0.852967 -0.235263
0.316228 0.316228 0.196536 0.333211
0.316228 0.316228 0.156978 0.428470
-0.948683 -0.948683 -1.253045 -1.218282
-0.948683 -0.948683 -1.114737 -0.972684
-0.948683 -0.948683 -0.901355 -0.917337
0.316228 0.316228 0.646875 0.286792
0.948683 0.948683 0.874131 0.527454
-0.948683 -0.948683 -0.931399 -1.147421
0.316228 0.948683 0.517109 0.838363
-0.316228 -0.316228 -0.584838 0.022112
0.948683 -0.948683 0.867231 -0.806221
-0.948683 -0.948683 -0.764719 -1.161194
-0.316228 -0.316228 -0.558870 -0.390572
0.948683 -0.948683 1.079492 -0.791729
-0.948683 -0.948683 -0.741065 -1.111917
-0.948683 -0.948683 -0.769111 -1.096949
-0.948683 -0.948683 -0.877779 -1.161710
0.316228 0.316228 0.591109 0.274778
0.316228 0.316228 0.047878 0.335258
0.948683 -0.948683 0.819082 -0.739422
-0.948683 -0.316228 -0.804429 -0.448420
0.316228 0.316228 0.108572 0.385624
0.316228 0.316228 0.279830 0.347086
0.316228 0.316228 -0.027307 0.153418
0.316228 0.316228 0.294059 0.321193
0.316228 0.316228 0.323971 0.275389
0.316228 0.948683 -0.150314 0.896103
-0.948683 -0.948683 -1.090750 -0.609429
-0.948683 -0.948683 -1.059506 -0.862832
-0.948683 -0.316228 -1.223894 0.125425
0.316228 0.316228 0.259792 0.305692
0.948683 -0.948683 0.906498 -0.866362
0.316228 0.316228 0.258099 0.286232
0.948683 0.948683 1.428394 1.007063
-0.948683 -0.948683 -1.155680 -0.882787
-0.948683 -0.316228 -0.946503 -0.491169
0.316228 0.316228 -0.008899 0.417529
0.316228 0.316228 0.446608 0.166872
-0.948683 -0.948683 -0.897157 -1.094568
-0.948683 -0.948683 -0.669576 -1.166052
-0.316228 0.316228 -0.017483 0.098981
0.316228 0.316228 0.186060 0.256417
0.948683 0.948683 1.143084 1.148485
-0.948683 -0.948683 -1.041345 -0.609948
0.316228 0.316228 0.382694 0.211056
0.316228 0.316228 0.201133 0.057242
0.316228 0.316228 0.048500 0.295900
-0.948683 -0.948683 -1.225082 -1.075686
-0.948683 -0.948683 -1.558589 -0.920625
-0.948683 -0.948683 -1.278244 -0.614312
-0.948683 -0.316228 -0.830457 -0.235563
0.948683 0.948683 0.951113 0.937411
-0.948683 -0.948683 -1.116137 -0.923837
-0.948683 -0.316228 -0.860386 -0.242652
0.316228 0.316228 0.530598 0.618514
0.316228 0.316228 0.358196 0.371106
0.316228 0.948683 0.094276 0.978544
-0.316228 -0.316228 -0.606855 -0.318774
0.316228 0.316228 0.491879 0.552886
0.316228 0.316228 0.405194 0.233596
0.948683 0.948683 0.810861 1.022151
-0.316228 0.316228 -0.748895 0.122919
-0.948683 -0.316228 -0.773769 -0.569366
0.316228 0.316228 0.265530 0.084416
0.316228 0.316228 0.096129 0.136671
-0.948683 -0.316228 -0.759378 -0.150034
0.948683 0.948683 0.716550 0.898930
-0.316228 0.316228 -0.404696 0.060182
-0.948683 -0.316228 -1.147302 -0.136497
0.948683 0.948683 0.854787 1.189578
-0.316228 0.316228 -0.553513 0.322071
-0.948683 -0.316228 -0.982001 0.099248
0.948683 0.948683 1.061341 1.018920
-0.316228 0.316228 -0.188370 0.514956
0.316228 0.948683 0.295678 0.836526
-0.948683 -0.948683 -0.996297 -1.047140
-0.948683 -0.948683 -0.820709 -0.737598
0.316228 0.948683 0.128480 1.084216
-0.316228 -0.316228 -0.344061 -0.290907
0.948683 -0.948683 0.749083 -1.153556
-0.948683 -0.948683 -1.059209 -1.028504
-0.948683 -0.948683 -1.013162 -0.836197
-0.316228 0.316228 -0.224618 0.324303
-0.948683 -0.948683 -0.870824 -1.133111
-0.948683 -0.948683 -0.686453 -0.924612
-0.316228 0.316228 -0.235240 0.405294
0.316228 0.948683 0.074779 1.055474
-0.316228 -0.316228 -0.002240 -0.141950
0.948683 -0.948683 1.053572 -1.123327
0.316228 0.316228 0.272412 0.233432
0.948683 0.948683 0.996937 1.213287
-0.316228 0.316228 -0.331442 0.249244
0.316228 0.948683 0.011548 0.625328
-0.316228 -0.316228 -0.369914 -0.517150
0.948683 -0.948683 0.756107 -0.911151
-0.948683 -0.316228 -1.106578 -0.580129
